Time,PRECIP,PET_Pristley-Taylor(mm),runoff,srad(W/m2),tmax(C),tmin(C),vp(Pa)
1995-3-27,0,2.38854136,0.9061,414.52,14.87,1.8,704.23
1995-3-28,0,2.300998896,0.9628,394.28,13.57,1.58,686.69
1995-3-29,0,2.404420751,0.8778,453.04,13.93,-1.5,560
1995-3-30,1,2.085324781,0.8212,259.94,12.54,5.43,914.4
1995-3-31,0,2.247868255,0.8495,362.92,12.29,1.76,700.83
1995-4-1,0,2.313563417,0.7929,421.31,12,-1.13,560.07
1995-4-2,0,2.261522722,0.7929,417.45,11.03,-1.87,530.17
1995-4-3,0,2.399484204,0.7929,468.9,12,-4.28,440
1995-4-4,0,3.017015613,1.0194,481.04,18.9,0.71,623.83
1995-4-5,0,2.542251336,0.8495,481.88,13.01,-4.59,439.67
1995-4-6,0,2.317905666,0.5663,435.53,10.24,-4,440
1995-4-7,0,2.903126131,0.5097,446.37,16.75,1.35,667.23
1995-4-8,0,3.02192599,0.5097,481.18,17.5,-0.11,554.51
1995-4-9,2.3,3.382761938,0.5097,408.24,21.43,5.99,863.79
1995-4-10,3.56,2.946214344,0.7079,306.5,16.76,3.5,800
1995-4-11,0,2.424562852,0.5947,296.65,12.5,4,800
1995-4-12,9.09,3.084210226,0.623,283.49,18.43,6.85,988.25
1995-4-13,20.02,3.223167737,1.8689,292.97,19.5,7.5,1040
1995-4-14,0,2.874670067,1.8972,393.81,15.36,3.76,800
1995-4-15,0,2.866791539,1.2176,427.76,14.5,1.71,696.67
1995-4-16,0,3.270444521,0.8778,510.01,17.54,-0.44,561.93
1995-4-17,0,3.13828286,0.7362,465.82,16.38,1.69,679.11
1995-4-18,0,3.293428597,0.6796,462.96,17.79,3.24,752.85
1995-4-19,0,3.718401474,0.538,412.97,22.76,10.16,1206.81
1995-4-20,0,3.955350127,0.538,425.98,24.5,11.1,1256.67
1995-4-21,0,3.276723056,0.5663,313.01,20.29,11.59,1366.98
1995-4-22,1,4.145975597,0.623,460.84,25.13,10.12,1072.48
1995-4-23,0,3.72638295,0.538,471.77,20.68,5.54,806.6
1995-4-24,9.47,2.676084241,0.7929,214.4,13.49,6,920
1995-4-25,0,3.031306641,0.8212,354.67,15.59,6,920
1995-4-26,0,3.54555945,0.7079,434.93,19,6.26,902.98
1995-4-27,0,3.944036792,0.5663,494.68,21.49,5.39,798.97
1995-4-28,0,3.885629601,0.538,394.86,22.79,11.35,1273.77
1995-4-29,0,3.868821769,0.5097,483.57,20.5,5.18,795.23
1995-4-30,14.93,3.324629604,0.5947,278.2,17.26,7,1000
1995-5-1,8.7,2.782976327,1.161,205.63,14,7,1000
1995-5-2,11.22,2.44859942,0.9628,164.7,11.9,6.53,962.05
1995-5-3,0,3.634467926,0.9061,449.05,18.31,5.5,910
1995-5-4,0,3.927515368,0.7362,446.81,21,8.19,1075.04
1995-5-5,2.21,3.663195047,0.6796,362.78,20,9.9,1232.19
1995-5-6,0,3.886420952,0.623,444.58,20.5,8.23,1043.31
1995-5-7,0,4.132956381,0.5947,539.78,20.65,3,680
1995-5-8,0,3.99399035,0.538,496.42,20.06,5.53,835.94
1995-5-9,0,4.149179905,0.5097,534.73,20.54,3.5,700.32
1995-5-10,35.05,3.742434071,1.1327,292.93,19.88,9.75,1219.83
1995-5-11,1.77,3.625301372,1.4158,346.43,19.85,11.08,1326.08
1995-5-12,0,4.040537811,0.9911,404.89,22,11.22,1337.69
1995-5-13,0,4.353678348,0.8212,468.39,23,9.55,1165.41
1995-5-14,5.39,3.583138675,0.7646,272.71,18.58,9.5,1200
1995-5-15,4.27,3.86247071,0.8495,284.88,20.75,11.08,1326.08
1995-5-16,0,4.560017074,0.7362,526.05,23.13,6.76,941.41
1995-5-17,19.98,3.988776948,0.8495,272.08,22.38,13.27,1523.52
1995-5-18,9.05,3.926352141,1.6707,223.13,24.24,16.94,1915.56
1995-5-19,8,4.568030751,1.699,349.41,24.37,11.5,1360
1995-5-20,0,4.877533518,1.6141,536.39,25,7.86,1028.74
1995-5-21,0,4.92428074,1.1893,480.16,26.5,12.38,1429.38
1995-5-22,0,4.822411298,0.9061,465.18,26,12.76,1460.83
1995-5-23,0,4.829829029,0.7646,524.73,24.5,8.29,1063.32
1995-5-24,0,4.93355496,0.7079,458.62,26.73,13.5,1548.95
1995-5-25,7.69,5.12542777,0.6796,334.11,28.5,15.6,1768.26
1995-5-26,14.81,4.221964525,0.8212,281.96,23,13.35,1536.53
1995-5-27,0,4.190121551,0.7646,435.15,21.02,9.7,1216.13
1995-5-28,3.12,4.076780349,0.6796,309.33,20.67,10.33,1266.55
1995-5-29,2.08,4.343171604,0.6513,362.61,24.31,15,1720
1995-5-30,5.66,4.260381984,0.6513,256.69,24.51,16.03,1805.5
1995-5-31,0,5.113107596,0.623,501.64,26.48,11.39,1330.48
1995-6-1,0,5.159229419,0.538,491.09,26.88,12,1399.28
1995-6-2,0,4.85859979,0.5097,401.5,27,16.02,1802.77
1995-6-3,2.61,4.710532732,0.5097,286.85,27.97,19,2200
1995-6-4,0,4.909836565,0.5097,407.5,27.15,16,1800
1995-6-5,0,4.989949505,0.5097,468.85,25.96,12.5,1440.03
1995-6-6,3.56,4.591921804,0.4814,312.24,24.55,13.85,1588.27
1995-6-7,24.83,4.831884622,1.0194,274,28,18.4,2112
1995-6-8,0,5.294412614,1.0194,398.68,30.5,19.53,2281.91
1995-6-9,0,4.682845229,0.6796,386.62,26.14,16.26,1841.11
1995-6-10,0,3.804864118,0.5947,270.18,22.8,16.5,1880
1995-6-11,0,4.69375196,0.538,373.22,26.7,17.25,1960.65
1995-6-12,8.69,4.856027373,0.538,292.46,27.5,17.5,2000
1995-6-13,7.85,3.858136518,0.5663,239.72,21.31,14,1600
1995-6-14,9.51,4.148192381,0.623,271.18,22.5,14,1600
1995-6-15,0,4.865791604,0.5947,475.99,25,12.33,1426.24
1995-6-16,0,5.267239776,0.538,525.12,26.54,10.64,1290.52
1995-6-17,0,5.341217178,0.4814,524.93,26.96,10.67,1293.98
1995-6-18,0,5.538370974,0.4248,502.46,28.92,13.51,1559.71
1995-6-19,0,5.68325434,0.3964,491.86,30.24,15.17,1733.2
1995-6-20,0,5.633898349,0.3681,434.41,31.55,19,2199.89
1995-6-21,0,4.981851732,0.3681,359.41,29.36,19.98,2318.31
1995-6-22,0,4.328369642,0.3964,324.26,25.5,17.75,2040.65
1995-6-23,11.5,3.368468942,0.4814,156.07,22.05,17.51,2000.93
1995-6-24,4.28,3.731358417,0.538,186.57,23.84,18.36,2108.54
1995-6-25,0,4.560198542,0.4814,338.82,27.5,19.5,2280
1995-6-26,0,4.61434389,0.4248,331.41,28.35,20.5,2400
1995-6-27,0,4.182570982,0.4248,338.35,24.4,16.84,1907.22
1995-6-28,0,3.930410341,0.4248,358.23,21.37,13.59,1567.21
1995-6-29,0,4.780323095,0.3681,486.66,24.5,11.98,1398
1995-6-30,0,5.139486389,0.3398,495.89,27,13.55,1564
1995-7-1,4.19,4.893561182,0.3398,307.85,28,18,2080
1995-7-2,3.68,4.742604228,0.3681,293.51,27.55,18.26,2100.87
1995-7-3,0,4.917331156,0.3964,464.31,26.5,14.73,1676.94
1995-7-4,0,5.055873216,0.3398,466.77,27.5,15.4,1752.04
1995-7-5,0,4.927794312,0.3115,401.36,28.8,19,2200
1995-7-6,0,5.053058288,0.2832,415.47,29.32,18.95,2192.71
1995-7-7,9.41,4.826163115,0.2832,294.33,28.45,19,2200
1995-7-8,0,5.041793823,0.3115,415.5,29.37,19,2200
1995-7-9,0,5.152087017,0.3115,499.7,27.5,13.74,1579.45
1995-7-10,1.6,4.925686596,0.3115,475.51,26.5,14,1600
1995-7-11,24.28,4.999161882,0.7079,323.6,28.46,17.36,1977.43
1995-7-12,0,5.258701235,0.9345,444.95,30,18.01,2080.8
1995-7-13,0,5.211755071,0.5663,403.79,30.96,20.25,2359.55
1995-7-14,0,5.410283488,0.4814,385.82,33,22.47,2715.04
1995-7-15,0,6.045530003,0.3681,400.7,36.68,24.65,3104.32
1995-7-16,31.05,5.713819116,0.623,322.49,33.88,21.5,2560
1995-7-17,0,5.318049806,0.8778,420.44,31.68,20.35,2375.51
1995-7-18,0,5.275195599,1.1327,394.24,32.42,22,2640
1995-7-19,0,5.309116649,1.1044,435.2,31.5,19.8,2303.91
1995-7-20,0,5.419977961,0.6513,479.68,31,17.28,1964.42
1995-7-21,3.81,4.956688722,0.5097,276.91,31.3,21.94,2630.23
1995-7-22,0.58,4.723039384,0.4531,348.43,30.34,21.74,2598.45
1995-7-23,0,4.982118366,0.3964,369.17,31.56,22.01,2642.38
1995-7-24,1.66,5.292539363,0.3681,407.97,32.5,21.25,2519.55
1995-7-25,0.4,4.96528955,0.4248,329.27,32.54,23.57,2896.16
1995-7-26,0,4.777361007,0.3681,307.05,32.5,24.49,3078.1
1995-7-27,0,5.246218405,0.3115,380.3,33.32,22.77,2763.87
1995-7-28,1.49,5.191810927,0.3115,376.38,33,22.44,2709.74
1995-7-29,0,4.807109123,0.2832,305.09,33.11,25,3160
1995-7-30,0,5.416562287,0.2718,421.13,33.66,21.43,2548.91
1995-7-31,0,5.665467276,0.2605,495.47,33.45,17,1920
1995-8-1,0,5.458768998,0.2549,460.21,33,18.74,2158.45
1995-8-2,0,5.316083773,0.269,393.68,34,22.48,2716.15
1995-8-3,0,5.138048036,0.2549,373.91,33.52,22.86,2777.09
1995-8-4,0,5.317178153,0.2464,388.04,34.46,23,2800
1995-8-5,0.37,5.274344809,0.252,376.91,34.5,23.25,2840
1995-8-6,56.75,4.272178552,0.7929,236.85,29.14,21,2480
1995-8-7,29.77,3.623771955,1.8406,221.99,24,17,1920
1995-8-8,0,4.157907475,1.5008,424.5,25,14,1600
1995-8-9,0,4.259822079,0.8495,428.33,26,14.71,1672.91
1995-8-10,0,4.507234897,0.5947,437.49,28.01,15.92,1793.41
1995-8-11,0,4.645097094,0.4814,413.9,30,18.49,2118.88
1995-8-12,0,4.898681548,0.4248,422.32,31.88,19.5,2280
1995-8-13,0,4.543760598,0.4248,349.46,31.5,21.94,2631.11
1995-8-14,0,4.64105972,0.3964,396.87,31,19.83,2306.54
1995-8-15,0,4.495679036,0.3398,382.3,30.5,20,2320
1995-8-16,0,4.399239276,0.3964,363.89,30.5,20.65,2424.56
1995-8-17,0,3.886699771,0.3398,256.92,30.36,23.74,2937.67
1995-8-18,0,4.530357274,0.3115,365.65,32,21.86,2618.25
1995-8-19,0,4.425339099,0.3115,435.89,29.34,16.88,1910.42
1995-8-20,0,4.383019092,0.2832,484.86,27.94,12.82,1465.85
1995-8-21,0,4.807855779,0.2718,513.58,31.19,11.92,1393.72
1995-8-22,0,4.63797587,0.2662,414.69,31.99,19.19,2230.97
1995-8-23,0,4.461789235,0.2492,470.58,29.5,14.06,1605.13
1995-8-24,0,4.644302735,0.3115,456.42,31.5,16.11,1818.59
1995-8-25,0,4.49279252,0.2549,454.08,30.5,15.26,1741.05
1995-8-26,0,4.189291626,0.2435,486.68,27.53,10.5,1279.75
1995-8-27,0,4.052557381,0.2407,369.97,29,17.83,2053.36
1995-8-28,0,3.666113823,0.2492,298.63,27.74,19.2,2231.46
1995-8-29,0,4.006264165,0.3115,415.91,28,14.87,1698.96
1995-8-30,0,4.073863608,0.2832,417.26,28.9,15.5,1760.36
1995-8-31,0,4.282751165,0.2492,447.81,30.5,14.83,1693.04
1995-9-1,0,4.265876696,0.2237,356.29,32.5,20.93,2469.43
1995-9-2,0,3.931819121,0.2152,369.44,29.5,17.91,2065.46
1995-9-3,0,3.891605028,0.2095,409.71,28.5,15.1,1724.66
1995-9-4,0,3.862350186,0.2095,433.08,28.1,13.31,1529.04
1995-9-5,0,3.937367468,0.2095,414.92,29.38,15.03,1722.45
1995-9-6,0,3.99509313,0.2095,397.46,30.49,16.58,1882.88
1995-9-7,0,3.803220699,0.2124,362.38,29.67,17.5,2000
1995-9-8,0,3.822776454,0.2152,369.26,30.02,17.36,1977.37
1995-9-9,0,3.508457805,0.2237,315.64,28.5,18.3,2104.22
1995-9-10,0,3.417525741,0.218,376.14,26.5,14,1600
1995-9-11,0,3.261271611,0.2209,433.84,24.29,8.77,1141.38
1995-9-12,0,3.298638458,0.2152,446.97,25,8,1080
1995-9-13,0,3.376505452,0.2095,305.07,28.52,18.26,2100.63
1995-9-14,0,3.507304793,0.2039,275.4,31,21.46,2553.32
1995-9-15,0,3.472300649,0.2039,397.26,28.53,13.58,1559.5
1995-9-16,9.78,2.969152731,0.2067,242.8,24.5,13.75,1580
1995-9-17,59.65,2.222393782,0.7929,116.29,21,16.27,1843.52
1995-9-18,0,2.780836449,1.3592,299.73,23.5,13.73,1578.7
1995-9-19,0,2.851738712,0.9911,337.57,24,12.63,1450.49
1995-9-20,0,2.821217963,0.538,342.09,24,12.5,1440.36
1995-9-21,0,2.842539772,0.4248,299.78,25.56,15.65,1771.93
1995-9-22,22.24,2.728472767,0.4248,200.27,25.44,16.83,1906.36
1995-9-23,19.7,2.394636778,0.623,228.26,20.44,11,1320
1995-9-24,0,2.124066029,0.6513,277.53,17.5,9.33,1186.77
1995-9-25,9.07,2.291419333,0.5097,204.5,20.71,12.6,1447.61
1995-9-26,7.22,2.112181736,0.5947,161.89,20.15,13.91,1593.18
1995-9-27,0,2.432288337,0.5947,309.22,22.7,12.96,1477
1995-9-28,0,2.614212607,0.4814,362.68,24.74,12.08,1406.72
1995-9-29,0,2.478147412,0.4248,364.88,23.36,10.7,1296.13
1995-9-30,0,2.323395521,0.3964,342.7,21.92,10.62,1289.76
1995-10-1,0,2.321826291,0.3681,389.01,22,7.72,1057.3
1995-10-2,0,2.525636528,0.3398,391.74,25.5,9.91,1232.82
1995-10-3,0,2.600371413,0.3398,370.22,27.01,12.47,1437.5
1995-10-4,8.36,2.29492833,0.3115,174.17,25.5,17.92,2067.41
1995-10-5,34.2,2.135484289,0.5947,147.89,24.81,18.57,2131.32
1995-10-6,0,2.310898631,0.8778,197.43,27.93,21.44,2551.11
1995-10-7,5.34,2.22223864,0.7079,173.86,25.97,18.59,2138.78
1995-10-8,0,2.080900389,0.5097,315.97,22.5,12,1400
1995-10-9,0,1.96657933,0.4248,381.16,21,6.22,937.59
1995-10-10,0,1.964806149,0.3964,371.13,21.52,7.16,1012.91
1995-10-11,0,2.015025918,0.3964,369,23,8.28,1102.49
1995-10-12,0,2.164975597,0.3964,367.82,26.14,10.44,1275.55
1995-10-13,0,2.162744087,0.3681,352.58,26.5,11.76,1381
1995-10-14,28.57,2.109294844,0.3398,237.72,26,13.71,1576.82
1995-10-15,32.08,1.807524843,0.6796,230.06,21.58,10.5,1280
1995-10-16,0,1.490347022,0.7929,300.34,16.02,5.74,920
1995-10-17,0,1.49144281,0.5947,353.91,17,2.65,732.2
1995-10-18,0,1.543320898,0.5097,361.92,19.2,3.17,773.66
1995-10-19,0,1.63318419,0.4531,356.55,21.87,5.3,903.97
1995-10-20,11.61,1.686277106,0.4531,260.65,23.5,7.07,1005.48
1995-10-21,40.57,1.645406981,1.2176,208.09,22.02,10.92,1313.71
1995-10-22,0,1.410303273,1.8689,340.39,19,3.35,788.04
1995-10-23,0,1.475820272,1.5574,338.99,21.5,4.93,874.32
1995-10-24,0,1.562931512,0.9911,320.37,23.5,7.9,1072.4
1995-10-25,0,1.470566739,0.7929,294.72,21.5,8,1080
1995-10-26,0,1.216511546,0.6796,300.29,16.5,2.8,744.14
1995-10-27,0,1.257888305,0.5947,320.89,19.47,3,760
1995-10-28,17.8,1.41313343,0.8778,184.96,21.48,10.28,1262.01
1995-10-29,0,1.22478497,1.161,259.91,18,6.23,938.67
1995-10-30,0,1.094838865,0.9345,268.56,15.5,3.23,778.32
1995-10-31,0,1.119732418,0.7646,203.93,15.85,7.18,1014.03
1995-11-1,4.28,1.169511618,0.6796,133.72,17.68,10.18,1254.5
1995-11-2,5.82,1.307272946,0.7362,120.75,21.7,14.75,1680.1
1995-11-3,2.81,1.373502028,0.7362,166.75,23.66,14,1600
1995-11-4,5.34,0.980158861,0.7079,231.64,18.93,1.5,680
1995-11-5,0,0.773582796,0.6796,232.16,8.61,-1.69,544.49
1995-11-6,0,0.773692997,0.623,248.57,9.85,-1.8,536.2
1995-11-7,14.81,0.781369454,0.7079,198.99,11.76,-1.56,555.4
1995-11-8,14.36,0.804245006,1.1044,130.2,10.5,2.86,748.73
1995-11-9,0,0.671128029,1.1044,221.51,7,-3,480
1995-11-10,0,0.674161806,0.8495,280.95,10.94,-4.02,440
1995-11-11,20.86,0.86146341,0.7929,187.77,17,4.15,813.7
1995-11-12,20.7,0.723950005,1.3592,189.96,12.86,0,600
1995-11-13,0,0.611864507,1.6141,238.57,7.87,-3.66,467.54
1995-11-14,22.57,0.700803759,1.8972,141.11,10.37,1.74,699.22
1995-11-15,17.33,0.674301305,2.2937,132.35,9.5,1.5,680
1995-11-16,0,0.568717551,2.0954,232.36,7.65,-3.65,468.07
1995-11-17,0,0.528369197,1.5008,244.78,7.06,-5.2,423.92
1995-11-18,0,0.557833579,1.2176,242.86,9.28,-3,480
1995-11-19,2,0.619576253,1.1044,198.3,10.14,0.95,640.09
1995-11-20,0,0.57304035,1.0194,214.87,9.5,-0.79,576.67
1995-11-21,0,0.604946475,0.9628,221.74,12.14,1.22,657.46
1995-11-22,0,0.539481284,0.8778,222.6,9.5,-1.28,560
1995-11-23,6.01,0.480324912,0.8495,184.72,8.54,-3.77,458.67
1995-11-24,5.13,0.550485106,0.9628,104.85,6.92,0.96,640
1995-11-25,0,0.50824285,0.9911,151.18,5.5,-0.87,570.67
1995-11-26,0,0.481120578,0.9061,215.15,7.78,-2.15,521.05
1995-11-27,0,0.515098936,0.8778,243.78,13.91,0.88,640
1995-11-28,0,0.625854637,0.8212,228.99,18.29,6,920
1995-11-29,13.81,0.471621104,0.9628,186.82,14.59,0.35,628.35
1995-11-30,0,0.428161463,1.0477,165.85,3.74,-3.51,478.81
1995-12-1,0,0.417436642,0.9628,239,10.67,-2.33,520
1995-12-2,0,0.478557632,0.8778,213.04,11.86,0.91,640
1995-12-3,0,0.350995354,0.8212,255.42,13.27,-3.14,480
1995-12-4,0,0.44493683,0.7929,230.6,14.09,1,640.35
1995-12-5,2.92,0.400570595,0.7646,172.16,11.2,-1.48,560
1995-12-6,4,0.468243867,0.8212,126.29,9.11,1,640
1995-12-7,0,0.434204509,0.8495,147.85,5.7,-1,560
1995-12-8,0,0.35936392,0.7929,198.64,5,-4.78,440
1995-12-9,10,0.37737109,0.8495,144.06,6.2,-3.29,480
1995-12-10,0,0.300252067,1.076,208.97,1.69,-8.75,320
1995-12-11,0,0.295686506,0.9628,140.13,-3.65,-9.76,280
1995-12-12,0,0.275490806,0.8495,196.81,-1.62,-10.92,280
1995-12-13,0,0.321126804,0.7929,145.8,-1.27,-7.53,352.44
1995-12-14,2.38,0.35555938,0.7929,176.96,5.62,-3.77,458.67
1995-12-15,0,0.377623684,0.8212,213.11,10.26,-0.89,576.2
1995-12-16,14.83,0.429149027,0.9911,116.44,7.47,0.38,629.92
1995-12-17,0,0.388365294,1.3309,165.56,5.45,-2,520
1995-12-18,0,0.344451404,1.1893,190.75,4.48,-4.42,440
1995-12-19,12.29,0.394875597,1.2459,91.19,2.87,-2.21,520
1995-12-20,16.73,0.336844416,1.9255,117.23,-0.23,-6,399.6
1995-12-21,0,0.321998441,1.6707,178.32,-0.32,-6.93,360
1995-12-22,0,0.349387976,1.3309,171.55,1.24,-5.02,438.42
1995-12-23,0,0.336126627,1.1327,209.72,2.5,-5.5,400.53
1995-12-24,0,0.396791052,1.0477,132.75,2.37,-2.28,520
1995-12-25,0,0.394809067,0.9911,130.26,1.99,-2.5,520
1995-12-26,0,0.359867121,0.9345,153.14,0.5,-4.76,440
1995-12-27,0,0.34179216,0.8778,176.96,0.06,-6,400
1995-12-28,0,0.36369969,0.8495,179.14,1.5,-4.59,440
1995-12-29,0,0.342006478,0.8212,242.23,3.74,-5.43,405.27
1995-12-30,0,0.284918736,0.8212,285.01,6.18,-7.72,342.49
1995-12-31,0,0.334018124,0.7929,277.62,8.5,-4.37,440
1996-1-1,0,0.45648016,0.8212,158.25,7.5,0.67,640
1996-1-2,9.01,0.498349647,0.9061,67.11,6.19,2.53,722.67
1996-1-3,9.59,0.446726051,1.3026,117.15,6.21,-0.43,600
1996-1-4,0,0.320325215,1.3875,215.75,1.13,-8.75,320
1996-1-5,0,0.322611102,1.1327,197.87,-0.48,-9.11,310.85
1996-1-6,0,0.288000677,0.9628,210.21,-3.02,-12.26,240
1996-1-7,20.9,0.324107756,0.9061,166.65,-1.26,-9.69,280
1996-1-8,16.71,0.340353224,0.9911,170.99,-0.24,-8.84,317.62
1996-1-9,0,0.334951022,1.0194,228.43,-1.19,-9.61,281.82
1996-1-10,0,0.365240157,0.9628,237.73,1.07,-7.86,331.37
1996-1-11,0,0.318616437,0.9061,263.7,-1.5,-11.85,240
1996-1-12,5.99,0.357193939,0.9911,217.83,3.29,-9.24,300.55
1996-1-13,0,0.452526895,1.2459,200.56,3.5,-3.47,480
1996-1-14,0,0.439065503,1.1893,251.41,4.48,-4.95,440
1996-1-15,0,0.471364743,1.1327,270.5,7.04,-3.59,472.49
1996-1-16,0,0.427754223,1.1044,302.45,6.54,-6.71,360
1996-1-17,0,0.523773041,1.161,223.01,6.28,-1.57,554.32
1996-1-18,0,0.57307292,1.3592,294.31,12.64,0,600.97
1996-1-19,18.85,0.557270428,2.7751,240.31,15.5,-0.77,578.16
1996-1-20,0,0.450864161,5.0121,300.55,4.07,-8,320
1996-1-21,0,0.469263192,3.8794,269.57,2.72,-7,360
1996-1-22,0,0.548984869,2.8883,183.8,4.03,-1.9,527.84
1996-1-23,0,0.597406761,2.1238,214.89,6.4,-0.74,580.59
1996-1-24,4.98,0.711859858,1.7273,195.17,12.05,2.56,724.97
1996-1-25,0.06,0.593319365,1.7273,315.29,8.93,-4,440
1996-1-26,0,0.53459786,1.6141,334.81,6.33,-8,320
1996-1-27,21.89,0.704334702,1.5857,244.15,13.02,-0.78,577.51
1996-1-28,0,0.635705106,2.4352,298.89,7.36,-3.5,480
1996-1-29,0,0.589005673,2.4069,297.3,4.48,-6,400
1996-1-30,0,0.681186998,1.9539,273.41,7.17,-2.03,520
1996-1-31,0,0.658588653,1.6707,291.99,6.05,-4,440
1996-2-1,0,0.514127921,1.4725,284.6,-1,-10.45,280
1996-2-2,9.14,0.519998689,1.3875,136.51,-2,-7.28,360
1996-2-3,14,0.485702146,1.3309,147.88,-3.9,-9.45,287.13
1996-2-4,1,0.434251692,1.2743,243.91,-6.56,-13.5,200.04
1996-2-5,0,0.424294187,1.1893,361.15,-6.23,-19.12,120.36
1996-2-6,0,0.486433581,1.1893,379.98,-3.14,-18,160
1996-2-7,0,0.573822369,1.1893,398.54,1.33,-16.46,160
1996-2-8,4,0.788113506,1.1893,185.96,5.76,-1.66,547.2
1996-2-9,2.09,0.887157677,1.5291,205.43,8.5,1.5,680
1996-2-10,0,0.903172033,2.0105,266.33,8.48,0.5,639.86
1996-2-11,0,0.977337932,2.0671,252.31,10.2,2.85,747.96
1996-2-12,0,0.870905057,2.0954,356.31,7,-5,440
1996-2-13,0,0.677922352,1.8689,306.04,-0.37,-9.33,293.51
1996-2-14,1.49,0.908244444,1.5857,377.81,7.2,-5.86,398.17
1996-2-15,0,0.90813369,1.4442,309.29,6,-3,480
1996-2-16,11.99,0.792279456,1.3592,218.35,2,-6,400
1996-2-17,5.17,0.731988776,1.3309,208.17,-0.28,-7.5,360
1996-2-18,0,0.804304919,1.2743,366.17,1.46,-8.98,320
1996-2-19,0,0.908733057,1.2176,437.42,4.95,-11.02,278.07
1996-2-20,3.39,1.222472098,1.3309,234.68,11.8,3.25,779.75
1996-2-21,6.82,1.372833946,1.6707,215.06,15,7.17,1013.51
1996-2-22,2.8,1.314977881,1.7273,199.8,13.5,6.64,971.41
1996-2-23,3,1.207034074,1.699,153.13,11.51,6.45,956.23
1996-2-24,2,1.400075417,1.6424,304.08,13.97,6,920
1996-2-25,0,1.661106997,1.4725,377.54,18.25,7,1000
1996-2-26,0,1.673039542,1.3309,417.56,18,4.26,820.6
1996-2-27,0,1.530937605,1.2459,404.1,14.5,2.34,720
1996-2-28,0,1.712523514,1.1893,418.7,17.51,4,800
1996-2-29,0,1.364299679,1.161,432.9,9.99,-3.58,473.92
1996-3-1,0,1.04946411,1.1044,406.44,2.5,-8.67,320
1996-3-2,9,1.04801244,1.1044,214.74,3,-3.67,466.64
1996-3-3,0,1.113296883,1.161,345.7,3.5,-5,440
1996-3-4,0,1.113210152,1.1327,433.81,2.65,-9.78,280
1996-3-5,0,1.718927107,1.1044,467.24,14.48,-2.53,513.77
1996-3-6,11.4,1.80872642,1.3309,275.56,15.5,4.42,833.44
1996-3-7,14.48,1.458896014,2.1238,252.08,8.83,-0.7,584.04
1996-3-8,13.4,1.090135259,2.8883,279.4,1,-7.79,336.87
1996-3-9,0,0.914048802,2.5768,361.86,-3.19,-11.48,241.61
1996-3-10,0,1.097921783,2.0671,461.96,0.01,-12.57,240
1996-3-11,0,1.332110397,1.7273,458.05,4.25,-8.25,320
1996-3-12,0,1.709445849,1.5857,480.35,10.5,-4.02,440.04
1996-3-13,0,1.910460713,1.5008,508.38,13.46,-4,440
1996-3-14,0,2.009205756,1.4725,486.07,14.42,-1,560
1996-3-15,3.57,2.172495942,1.4158,348.66,16.5,2.51,720.87
1996-3-16,0,2.003987793,1.4158,460.43,13.5,0.08,606.1
1996-3-17,0,1.793237728,1.3592,431.85,10,-1.66,547.18
1996-3-18,0,1.952915251,1.3026,359.11,12.5,2.06,720
1996-3-19,9.66,2.02161682,1.3309,280.8,13,2.08,720
1996-3-20,12.65,1.530821809,1.8123,137.6,9,4.5,840
1996-3-21,0,1.698355218,1.784,313.3,8.26,0.19,614.92
1996-3-22,0,1.69124963,1.5574,339.21,7.38,-1.47,560
1996-3-23,0,1.73716353,1.4158,342.47,7.74,-1.22,560
1996-3-24,0,2.133662972,1.3026,439.04,12,-1.74,540.56
1996-3-25,0,2.422366414,1.2176,433.12,15.59,1.82,705.78
1996-3-26,0,2.515741197,1.161,367.68,17.5,6.93,994.26
1996-3-27,0,2.1706781,1.1044,433.78,11.5,-1.57,554.72
1996-3-28,14.75,1.713177618,1.1044,250.04,6,-2.47,520
1996-3-29,25.28,1.346669684,1.9255,117.95,4.24,0.71,640
1996-3-30,0,2.052112645,2.9733,402.2,9.5,-1.11,560
1996-3-31,0,2.48533794,2.6335,466.13,14,-0.28,600
1996-4-1,0,2.135168619,2.322,283.16,12.58,5.72,920
1996-4-2,24.14,2.164612738,4.7289,249.17,11.5,3.32,785.57
1996-4-3,0,2.573123061,4.644,475.6,14,-0.51,599.41
1996-4-4,0,2.562928335,3.6812,417.44,14.53,3.37,789.39
1996-4-5,0,2.266063659,2.9166,342.13,12,3.78,800
1996-4-6,0,2.171550671,2.322,388.52,9.54,0.02,601.38
1996-4-7,5.22,1.795945277,2.1238,175.14,7.61,2.5,720
1996-4-8,0,2.145299272,2.1804,387.64,8.77,-0.5,600
1996-4-9,11.86,2.049760715,2.322,264.05,8,0,600
1996-4-10,11.48,1.936565866,3.5962,247.85,6.73,-0.5,600
1996-4-11,0,2.911776772,4.1343,481.16,15.74,2.5,720
1996-4-12,0,3.767326243,3.6529,495.5,24.06,8.5,1120
1996-4-13,0,3.401883077,3.0582,460.33,20.96,8.5,1120
1996-4-14,0,2.965458968,2.4636,442.13,16.5,5.59,919.9
1996-4-15,0,2.890538084,2.0954,514.67,14,-0.53,597.91
1996-4-16,24.95,2.956568642,2.945,316.03,16.43,6.45,956.36
1996-4-17,0,2.716280627,4.0776,422.36,13.45,3.72,800
